Prompt,Generation,Coherence,Musical Quality,Pop Style
I wish I was ambitious,"I wish I was ambitious, but that's all it takes to be a superstar You're the only one who can hold me back 'Cause you've got my head on fire Don't know what else is gonna happen If we get too close We'll never see each other again (Oh-ooh) Sooner or later and more than ever It feels like our lives are written in stone And"
Whispered something in your ear,"Whispered something in your ear You don't know what it's like to be alone I've been thinking about you for a while now But this is not the end of me 'Cause we're never gonna get away from each other So take my hand and say, ""I'm just fine with that"" (Oh-ooh) We'll find another way To keep our heads above water"
I've never seen you looking,"I've never seen you looking in the mirror And I don't even know what it's like to be alone You look at me and say, ""You're such a beautiful girl"" (Oh-oh) 'Cause my heart is so full of gold But your eyes are wide open Looking for something more than an ocean To see if we can get this far We could go all night Longing"
Step out into the dawn,"Step out into the dawn There's nothing left to do I've been thinking about you for a long time now Why don't we get along? We're never gonna let this go away The only thing that matters is your love You make me feel so good And when it all comes down, no one can save us All of my friends and family have lost their minds They say they'll be fine"
"NA You're the light, you're","NA You're the light, you're on fire And I don't know what it's like to be alone in a room with no one else To let go of your inhibitions (I'ma-ooh) 'Cause there are so many ways that we can get away from each other We've been doing this for years now But my heart is beating faster than ever before So tell me"
You're like a demon on,"You're like a demon on the other side of me And I don't know if it's true or not You've been waiting for someone to come and change your mind But when you look at my face, they say ""I'm sorry"" 'Cause there is no one else in this world As long as we stay together We'll never be alone (Oh-oh) The only thing that"
Feel the ocean as it,"Feel the ocean as it's beating down on me I don't know where you're supposed to be 'Cause we've been here for a long time, never gonna let go We can get away from each other in this moment of love And there is no one else that will ever see us again (Oh-ooh) So stay up all night and make your way out There are so many"
We were searching for an,"We were searching for an answer To find a way to get us out of this mess And I don't know what we're gonna do When it's all said and done We'll never be the same again 'Cause you've got me on your mind, yeah-ooh You have my heart (I'm yours) Your love is so much more than words can describe The only thing that matters"
She just wants to be,"She just wants to be a part of me And I don't know what it's like She said, ""I'm not the girl that you've been waiting for."""
"You, walk alone Every night","You, walk alone Every night I don't know what it's like to fall asleep in the middle of a crowded room And every time you look at me and say ""I'm not your girl"" (Oh-oh) 'Cause we're all grown up We've been together for so long The only thing that matters right now is our love You are my favorite song ever sung by someone else"
"I'm, I'm good at wasting","I'm, I'm good at wasting time Don't tell me what you're thinking 'Cause it's not the same as we used to be We've been in love with each other for more than a year (Oh-ooh) All of my friends say that they'll never see another one But when your heart stops beating like an old song It just keeps going up and down again And"
Thought that I'd forget about,"Thought that I'd forget about you Oh, it's been a while since we met You're the only one who doesn't know how to deal With your eyes wide open And my heart is running out of control 'Cause there are so many things in this world We can learn from each other But every single thing makes us stronger Than ever before It feels like nothing at all So much more than"
Just forget it I can,"Just forget it I can't get you out of my head Just think about all the things that we've been through So let's take a look at your face and say ""You're not here for me"" (Yeah, yeah) 'Cause no one wants to see us in this world No matter what they do We'll just be friends with each other If nothing else is going on And if"
NA No me puedo dormir,"NA No me puedo dormir, I don't know what it's like to be alone With all the things that we've been through We're in love with each other And every time you close your eyes and say ""I'm sorry"" (Mmm) 'Cause my heart is beating out of rhythm Just a little bit stronger than our hearts could ever have Been so far from home"
"We had a bad day,","We had a bad day, but we don't know what it's like to be on your own You're not the only one that I'm looking for But you've got me running out of time 'Cause my heart is beating too fast (Ooh) We were so far away from each other And there was no light at all The sun came down and nobody could see us All night long"
"If I told you, that","If I told you, that's not the way it should be You don't have to give up on yourself 'Cause we're in love with each other Every day is a waste of time We've been together for more than two and half years No one else has ever felt so right So let me take another look at your face And say ""I'm sorry"" (Uh-huh)"
Never seen Mona Lisa up,"Never seen Mona Lisa up in the palm of her hand No, I don't know what it's like to be alone You've been here for a long time And now you're staring at me with your eyes wide open (Oh-oh) 'Cause no one has ever felt this way before The only thing we can say is ""I'm sorry"" Is there something wrong or right?"
Well I know when you're,"Well I know when you're gone Well, it's been a long time since we met You were the one who gave me all of my love And every little thing in your life has changed So don't let this go to waste 'Cause there are so many things that will never change We'll just keep on looking at each other and say ""I'm sorry"" (Oh-ooh)"
I'll live for you I'd,"I'll live for you I'd say goodbye to all of my friends You're the only one Who's gonna make me feel so good? (Yeah, yeah) My heart is beating fast like a tidal wave So don't let it get in your way 'Cause we've got too much on our hands We just wanna have fun with each other And every single day will bring us back together When"
"NA I'm sorry for everything,","NA I'm sorry for everything, it's been a long time since you first met me You're the only one who knows what to do If we don't get along with each other We'll never be like this again 'Cause every single word is written in an open letter To all of my friends and family Just let them know that our hearts are ours And if nothing else can hold us together"
The world can be a,"The world can be a lonely place But I don't know what it's like to do When you're in love with somebody else You've got your heart set on fire And when the lights go out, they'll say ""I'm not here yet"" (Oh-ooh) 'Cause all of my friends are gone and no one will ever see me again The only thing that matters is"
Today I feel like running,"Today I feel like running out of time Why can't we just go back to the same place? It's been a while since you said, ""I'm not sure if this will last forever"" But when it all comes down You'll be right there by my side with your arms wide open My heart is beating so fast Your hands are holding on tight So let me take another look and see"
To your soul To your,"To your soul To your heart It's the only thing that matters When you're with me And I don't know how to make it right You say, ""I'm tired of being alone"" (Ooh) 'Til there is no one else in my life So what can we do? We've been together for a long time But nothing will ever stop us from living our lives like"
I've been staring at the,"I've been staring at the sky for a while now I don't know what it's like to be alone with someone else You're always on my mind, but you keep me waiting 'Cause we both got our hands tied in front of each other And every time they say “Hey!”"
You got that thing that,"You got that thing that I've been thinking about for a long time You're the only one who knows what it's like to be alone Don't you hear me say, ""I'm not your friend"" 'Cause my heart is so full of emotion And when we get lost in our own world We'll never see each other again (Wake up and go home) Ooh-o"
Be careful waking up the,"Be careful waking up the next morning I don't know what it's like to be alone With your hands tied around my neck And you're never gonna let me go Take a deep breath and say, ""I've got no plans for this world"" (Oh-oh) 'Cause there are so many things that we could do We can learn from each other So much more than just one thing"
And all I am is,"And all I am is a broken heart And it's hard to believe that we'll ever be the same We've been together for so long But now you're gone and your eyes are wide open So don't worry, just stay in touch with me"
Feel the sun on your,"Feel the sun on your face I don't care what it's like to be alone You're in love with me, you've been a part of my whole life So why do we go so far away? We both know that each other will never get along The same is not true for us All these years have gone by 'round and around And every time they say ""I'm sorry"""
"When you try your best,","When you try your best, I don't know what it's like to be alone With all of the things that we've been through We're just a little bit older than before And away from us now You'll never find me again 'Cause my heart is frozen in time (Oh-ooh) Your eyes are glistening and they say ""I'm not here for ya"""
Show me a piece of,"Show me a piece of your heart I don't know what it's like to be alone 'Cause you're the only one in my life Oh, whoa-oh (Oh) You've been through so many highs and lows How do we get along? We just gotta keep on fighting for each other And every thing that matters is gonna take us all together So stay outta this world forever"
I remember the rush We,"I remember the rush We used to run away But now we're running out of time And I can't help but wonder 'bout what's on your mind When you look at me like that You've never seen a thing in my whole life How could it be so different? (Oh, oh-oh) Where did all this shit goin' and gettin'? What was wrong with"
"One by one, out the","One by one, out the door And I don't know what it's like to be alone We're in love with each other 'Cause we've been together for more than a year So if you look at my face and say ""I'm not your girl"" You'll never see me again (Oh-ooh) The only thing that matters is how much time has gone By way of"
Oh Oh Just shoot for,"Oh Oh Just shoot for me 'Cause I don't know what it's like to be alone You're the only one in my life Whoa-oh, oh Why'd you do that? (Ahh) What a waste of your time When we were just kids We would go out and play with each other Every day And every night It was so much more than anything ever could have Been"
"Oh, what they think about","Oh, what they think about me? 'Cause I don't know where you're supposed to be But there's no doubt in my head that this is not the way it should have Been a long time ago And when we were young It was all and stone We'd go out of our ways To get along with someone else Who could've been more than just another guy (Ooh)"
"""Hey, Macklemore, can we go","""Hey, Macklemore, can we go? I don't know if that's true or not,"" he said. ""I just wanna be with you."""
"My, my Hey, hey Rock","My, my Hey, hey Rock 'n' Roll It's been a long time since we were young And I don't know what it feels like to be alone You're the only one that you've ever seen me fall in love (Oh-oh) Your heart is so full of gold and your eyes are wide open Looking for someone who can save us from this world We'll never let"
"Girl, you think you got","Girl, you think you got me wrong I don't know what it's like to fall in love with someone else You're the only one that can save your heart from a wrecking-damselin' Your hands are tied around my neck And we'll never be alone We've been together for more than two hundred years (2x) A million miles between us and an ocean of blood"
All I have or should,"All I have or should've known is that you're in love with someone else You don't even know what it's like to be apart from the rest of us Oh-oh, let me take a look at your face and say ""I'm so sorry"" (Yeah) 'Cause we were too young for each other And there was no turning back We had just one thing on our mind"
Having a bad day Having,"Having a bad day Having it all up in my head I can't help but wonder what's going on 'Cause when you're with someone else You'll never be the one to blame For everything that we've done To make me feel like nothing is ever right, for every step of our lives We could just as easily get away from each other So take your time and let yourself know That this"
These bare bones are made,"These bare bones are made of stone And I can't help but wonder 'bout what you've done to me You're not the only one in my life Who's got a heart like that? Is there something wrong with your love, or is it too late for our goodbyes If we could just let go and leave this world behind We'd be better off together now than ever before"
This is one small step,"This is one small step in the same direction It's been a long time since you left me And I don't know what to do about it All of my friends and family have said that they'd rather be alone than we've ever known They say, ""I'll never leave this town"" (Oh-oh) 'Cause there are so many people around here Who could blame them all?"
True life begins behind the,"True life begins behind the scenes I don't know what it means to be a good man When you're in love with someone else You'll never let go of all your inhibitions The only thing that matters is how much time and energy It's not enough for me To say, ""I'm sorry"" (O.S.) 'Cause we've been through so many times We were too young"
"Yeah, you never said a","Yeah, you never said a word 'Cause I don't know what it's like to be alone with someone else You're the only one that can hold me in your arms (Oh-oh) And my heart is beating out of gold Why do we feel so good about each other? We've been waiting all our lives for something new and different Letting ourselves fall apart just keeps us from"
Wake up to the blue,"Wake up to the blue sky And I don't know where you're going But it's gonna take me a long time To find out what we've been through We'll be right there by our side, just waiting for each other 'Cause no one else can save us from this whole mess This is not my fault (I'm sorry) Just look at your face and say ""Ooh"
"Oh Oh, oh, oh, oh","Oh Oh, oh, oh, oh-oh I don't know what it's like to be in love With all the things that you've been through So let me take a look at your life and see if we can get along We're going out of our minds right now 'Cause this is my last chance To find someone who will keep us together You'll never give up on each other"
I can name a couple,"I can name a couple of things, but I don't know what it's like to live in the same place As long as you're with me The only thing that matters is we'll be together 'Cause no one will ever let us go down this road We've been working on each other for quite some time But nothing lasts forever So take my hand and put your hands at mine And if"
When I was younger no,"When I was younger no one told me what to do, but now it's all in the palm of my hand And if you look at your face and say ""I don't know"" (Yeah) 'Cause we've been through so many times We're never gonna let each other go down The only thing that matters is how long this will last You'll be there for a day or two"
"Paints like a picture, sings","Paints like a picture, sings me to sleep But I don't know if it's true or not There is something wrong with the way that we're looking at each other 'Cause there are so many beautiful things in this world And every time you turn around and say ""I'm sorry"" (Oh-oh) You've been thinking about your life for more than an hour The only thing"
I know I'm probably better,"I know I'm probably better, but that's not the way you want me to be So why don't we make it outta here? (Uh-huh)"
The dark and the ghost,"The dark and the ghost of my heart I don't know what it's like to be alone But when you're looking at me with your eyes wide open You've been waiting for a long time Never thought that we'd end up in this one-way street The only thing about us is how far apart We'll never get back together again 'Cause nothing will ever last forever They say, """
"Coming in unannounced, drag my","Coming in unannounced, drag my hands to the ground I don't know where we're going But it's been a long time since you called me up and said ""I'm on your mind"" 'Cause no one has ever seen this kind of thing So many years have passed by We've had our heads turned upside down (Oh-ooh) And now all that is left for us"
"Ugh, you're a monster I","Ugh, you're a monster I don't know what it's like to be one of the few people in your life A thousand miles away from home You've been looking at me all night Longing for more than an hour (I'm not gonna lie) 'Cause my eyes are open wide Shut up and hold on tight We'll never let this show go down The only thing that matters"
"NA Uh, fuck, I don't","NA Uh, fuck, I don't know what it's like to be alone with someone else You're the only one that you've ever met in my life (Uh-huh) My heart is beating out of rhythm 'Cause we both need a little more time for each other So let me put your hands up and say ""I'm not going nowhere"" We could do this all night"
"Oh, maybe that's where your","Oh, maybe that's where your heart is And I don't know how to get you out of my head 'Cause it feels like we're on a collision course We've been running circles around the world for so long But no one will ever stop us from falling in love You and me are just two different things That make each other laugh (Yeah) Every time someone says ""I'm not"
Last night all black and,"Last night all black and white, I don't know what it's like to have you on my mind You're the only one who can make me feel that way Every single day is a waste of time We've been in this together for so long And we'll never be apart again 'Cause nothing will ever stop us from each other So just keep your eyes wide open (Ooh-o"
When you meet a girl,"When you meet a girl, I don't know what it's like to be alone You're the only thing that makes me wanna fall in love With your hands tied behind my back We'll never get enough of each other 'Cause we've been together for more than two hundred years And this is our last chance Is there anything wrong with us right now? (Oh-ooh) My heart"
This is when your flesh,"This is when your flesh and bones begin to break You're the only one you've ever known And I can't help but wonder 'bout what it's like To be in love with someone other than me (Oh, oh-oh) It was a long time ago When we were young We had so much fun But now all of our lives have been turned upside down The world has changed"
My eyes have once again,"My eyes have once again caught my breath, but I don't know what to say It's been a long time since you gave me all of your love You're the only one that really matters My heart is beating faster than words can describe it (I'm so sorry) Why do we keep on falling into each other? What if there was nothing else in this world We'd be better off"
I see the crystal raindrops,"I see the crystal raindrops in your eyes I don't know what it's like to be alone But when you're with me, where do we go from here? There are so many things that can make a difference between us All of my friends say they've been hurtin' 'bout them for some time And there is no one else who could have said this before The only thing"
With eyes wide shut we,"With eyes wide shut we'll never be the same As long as you're with me And I don't know what it's like To live in a world where no one is around You've got your hands on my shoulder, yeah-ooh (Yeah) 'Cause there are so many things that need to change We can all have our different ways of living But this time has come and gone"
I need nothing To travel,"I need nothing To travel to the U.S.'s shores But I don't know where we're going 'Cause there's a place in my heart Where you can feel it all night long You've got me on your mind Oh, whoa-woah Who could have said that this would ever happen? The world is so full of people and things are just fine (Oh) And"
Blah! I was born in,"Blah! I was born in the wrong place And now it's time for you to take a look at me and say, ""I don't wanna be that kind of man"" (Oh-ooh) 'Cause my heart is beating so fast It feels like we're on our worst days We've been running circles around town all night You can tell by your name How many times have"
"Coming in unannounced, drag my","Coming in unannounced, drag my way I don't know what it's like to be a part of this world But you're the one that makes me feel so alive (Oh-oh) This is where we come from We've been looking for someone who can hold us All night long with our hearts open wide Open up your eyes and say ""I'm not gonna let go"" 'Cause"
Out from my window across,"Out from my window across the country It's been a while, but I don't know what to do 'Cause it feels like we're on our way out of town But now you've got me in your car (I'm not sure if this is right or wrong) You can get away with just saying ""No more"" We'll be back together at least one day Or maybe even two"
Always lived my life alone,"Always lived my life alone And I don't know what to say When you're with me, it's just a matter of time We'll never be the same again 'Til we've been living our lives together for so long But no one is gonna let us go The only thing that can change this forever Is there something in your heart? It feels like every day has come and gone So"
He was born the fall,"He was born the fallin' of a broken heart But I don't know what it's like to be in love with someone else He said, ""I've been waiting for you all my life"" (Oh-oh) And now we're not gonna let this go down 'Cause no one cares about me anymore So come on and take your breath away We'll never get back together again"
I hear the rumors outside,"I hear the rumors outside my head I don't even know what they're talking about 'Cause it's been a long time since you came to town You told me that there was no one in your life (Oh, oh-oh) So why do we go out of our way? We just keep on coming back and looking for another place To find somebody who will save us from this disaster"
Say it ain't so Why,"Say it ain't so Why'd you tell me what to do? 'Cause I'm the only one that's on my mind (Yeah, yeah) And we're in love with each other We've been friends for more than a-hundred years All our lives are made up of pieces You can make your dreams come true Every single day and every night Your life is just another dream"
Two thousand years ago Two,"Two thousand years ago Two hundred and one year old I saw a girl in the middle of her night She said, ""I don't know what it's like to be with you"" (Ooh) 'Cause she looks so good when we're together You've got me on your mind And my heart is yours for sure We'll make this dream come true The world will never let us go"
One kiss is all it,"One kiss is all it takes to make me feel like I'm in love with somebody else You're not the only one who's on your mind And if you don't know, then why are we so far apart? We've been together for more than a year A million years have passed by The time has come and they say ""We'll never let go of this world"" Oh-oh"
Today marks a year from,"Today marks a year from now I don't know what it's like to be alone But you've got me thinking about the day that we were born and raised in New York City You said, ""I'll never let go of your love"" (Uh-huh) 'Cause there is no one else who can do this for us We're just living our own lives right here at home"
Not a soul up ahead,"Not a soul up ahead of me 'Cause I don't know what it's like to be in love with someone else You're the only thing you've got on your mind (Yeah, yeah) So take my hand and say ""I'm sorry"" Then we'll go back together We can make this dream come true The world will never change No one knows us better Better than ever before It"
"Ruined again, what did I","Ruined again, what did I do? What was it like to fall in love with someone else You're the only one who's been around for a long time (Oh-ooh) 'Cause you don't wanna be alone on my own So let me go back and see if we can get together We've had enough of each other so far To make this dream come true This is"
We're riding down the boulevard,"We're riding down the boulevard I don't know what it's like to be alone, but we've got a lot in common So let me show you some of my favorite things We could do for each other 'Til this summer comes and goes"
You say you love me,"You say you love me But I don't know what it's like to be with someone else You're the only one in a million of us We've been together for so many years And we'll never get along without each other (Oh, oh-oh) 'Cause my heart is beating faster than your body can hear Your voice says ""I'm not here tonight"" So come on and"
I never came to the,"I never came to the place that I thought it'd be It's been a long time since you left me And now we're running out of my mind We can't get away from each other 'Cause there is no one else in this world Who knows what will make us feel so different? (Oh, oh-oh)"
I live inside my own,"I live inside my own mind And I don't know what it's like to be alone But you're the one that makes me feel so alive (Ooh, oh) My heart is beating faster than a drum The sound of your heartbeat getting louder Every second and every time You've been feeling this way for years If only we could let go We'll never see each other again 'Til"
Traveling in a fried-out Kombi,"Traveling in a fried-out Kombi Don't know what it's like to be on my own, but I can tell from the way you look at me You're so much more than we could've ever thought We were never gonna see each other again 'Cause every single one of us is still alive with your eyes wide Shut up and watch this world turn upside down (Oh)"
I feel so bad That,"I feel so bad That I don't know what it's like to be alone You're the only one in my life And you've got me on your mind Every single night, every day is a waste of time Why do we go out and hide our secrets? Whoa-oohh How many nights have been waiting for us To get away from this place We'll never find another way"
I'm friends with the monster,"I'm friends with the monster that haunts me I don't know what it's like to live in a world full of monsters And every time you close your eyes and say ""Oh-oh, where are we going?"" 'Cause no one knows us better than they've been for so long We'll never be alone again"" (Woo) You're on my mind right now This is"
Where you wanna go When,"Where you wanna go When I don't know You're the only one Who's gonna make it right? 'Cause we've got a lot of things left to do We'll be fine with each other, yeah But this is all for fun (fun) So let me put your hands up on my chest and say ""I'm not here yet"" And if that sounds too good then why can"
"I ain't worried 'bout nothin',","I ain't worried 'bout nothin', I'ma tellin' you what it's like to be alone You're the only one in my life (Yeah, yeah) So let me take a look at your face and say ""Hello"" And here we go We can do this for all of us Everybody knows that love is hard To get along with somebody else Nobody cares about"
Even though we both know,"Even though we both know what it's like to be in love with someone You're the only one that I can't help but wonder if you've ever felt this way All of my friends are calling me up and saying ""Hey, hey"" (Yeah) 'Cause every single night is so much more than just a couple nights A week or two from now We could go out on our own"
I wish Tracy Chapman was,"I wish Tracy Chapman was dead But I don't know what it's like to be in a place where you can find your love You're the one that makes me feel so alive And my heart is running out of time (Tears are burning, oh-ooh) So how do we go from here? We've been living our lives for more than an hour A minute goes by and"
"Whoa, whoa, whoa Whoa, whoa,","Whoa, whoa, whoa Whoa, whoa, oh-oh I can't tell you what it's like to be alone With all the things that we've been through We're living in a world where everything is made of stone And no one has ever felt this way for so long So many years have gone by without us All our memories are fading into black and blue But"
"Baby, can't you see I'm","Baby, can't you see I'm in love with your face? It's been a long time since we've known each other But when it comes to the things that make up our lives We're never gonna get back together again So let me start by saying goodbye To all of my friends and family My heart is beating faster Than ever before And every single day has felt so much more like this"
When life gets you down,"When life gets you down You don't know what it's like to be alone I've been in love with myself for a while now My heart is beating at the sound of your voice Oh, and all my friends are saying ""I'm sorry"" 'Cause they said that we could never go this far (Oh-ooh) We're on our way outta each other And no one"
I woke up this morning,"I woke up this morning And I don't know what it's like to be alone in the middle of a night With no one around me It feels so good when you're with someone else You can tell by your face that we'll never get together again (Oh, oh-oh) 'Cause my heart is beating faster than any other day We've been waiting on our own for too long"
Don't wanna feel like The,"Don't wanna feel like The first time I saw your face You're the one that's on my mind We've got a lot of things to do, but we just gotta figure it out So let me know what you thinkin' 'bout It might be too late (I'm not sure how long) But this is good news for us right here at home With all our friends and"
NA And I know she'll,"NA And I know she'll never be the same She said, ""I don't care if you're with me"" 'Cause there's no one else to blame For everything that we've been through We got a lot of things left and right But when it all comes crashing down on us (Ooh) It feels like nothing has ever happened in my life So why is this so hard?"
When I met you in,"When I met you in the backseat of your car You said, ""I don't know what it's like to be alone"" It was a long time ago But now we're together We've got one thing on our mind So take my breath away And let me say goodbye 'Til this is all or nothing will ever happen'Cause there are so many things that can make us apart"
"In her room, the lights","In her room, the lights go out And I don't know what it's like to be alone 'Cause we've got a lot of things in our lives But you're never gonna let me see your face The only thing that matters is my love (Oh-oh) She said ""I'ma missin' all this time"" When she looked back at us We were so young and"
Always seeing miracles Something we,"Always seeing miracles Something we don't want to see I've been thinking about you for a long time, but now it's all over my head You're right there in front of me with your eyes open wide Shut up and say ""I'm the one who will save us from this mess"" (Ooh-oah) We'll never be like that again 'Cause nothing is ever easy"
Do you believe that we,"Do you believe that we're living in the same old world? I don't know what it's like to be alone with someone else You say, ""I'm not your friend"" (Oh-ooh) 'Cause my heart is so full of emotion So let me take a step back and look into our past We've been together for quite some time But no one has ever felt this"
"Baby, I like your style","Baby, I like your style 'Cause when you're with me You don't really know what it takes to be a man of my own And that's the reason why we've been together for so long No one has ever felt this way in our whole life So many years have gone by without us We'll never see each other again (Ooh) Every time someone says ""Hey baby"""
I count my time in,"I count my time in the morning But I don't know what it's like to be alone 'Cause we've been together for more than a year And now you're looking at me with your eyes wide open (Oh, oh-oh) My heart is beating out of place and no one else can see The only thing that could have changed Is this just another day or two? Or maybe"
"Oh my, oh my, oh","Oh my, oh my, oh I don't know what it's like to be a part of your life Oh the way that you look at me 'Cause we're all in this together We've been apart for so long And no one is ever gonna come around and say ""Hey"" (Uh-huh) “I just wanna get outta here with ya” She said"
"Pretty, pretty girls, pretty girls","Pretty, pretty girls, pretty girls I don't wanna be that kind of girl You know how to make me feel like nobody else But you're the only one who's gonna give it all away So take a look at your face and say ""I'm in love"" (Oh-ooh) 'Cause we've been together for quite some time We both got our heads up on each other"
"I'm waitin' up, savin' all","I'm waitin' up, savin' all night 'Cause I don't know what it's like to be alone You're the only one in my life And you've got a lot of things on your mind So let me take some time and see if we can get this far We could do something for each other (Oh-ooh)"
"Ooh, ooh-ooh-ooh, ooh ooh Take","Ooh, ooh-ooh-ooh, ooh ooh Take a deep breath and let me feel your body Feel like I'm in love with you It's not the first time You've been feeling this way for so long And now we're running out of things to do So don't give up on yourself 'Cause when it all comes crashing down We'll be back together"
Always under water When the,"Always under water When the sun goes down I don't know what it's like to wake up in your arms Every time you look at me and say, ""I've got a heart of gold"" (Ah-huh) 'Cause we're all on our own We'll never be alone No one else has ever seen us before Never felt this way again The only thing that really matters is"
Shining bright like a diamond,"Shining bright like a diamond I can't wait to see what you're looking for Shakin' my heart out of place 'Cause there's so many things in life that we could never be the same You say, ""I'm not ready yet"" But when it all comes down (Ooh) Your eyes are open wide Shut up and take your breath away We'll find our way back"
I thought I would know,"I thought I would know 'bout what it takes to be a man of my kind You're the only one who's ever been through all this And you've got me thinking, ""What if we just let go?"""
Climbing up through the window,"Climbing up through the window I don't know what it's like to fall in love With your eyes wide open and you're staring at me You've been searching for a way out of this world For so long The only thing that we can do is let go We'll never get there again 'Cause nothing will ever be enough To keep us apart From each other Every day, every night"
"If I die today, it","If I die today, it would be the last of my kind 'Cause there's no one else to blame For everything that we've done So let me take a deep breath and look into your eyes And see what you're looking for The only thing in this world is our love You don't need another name To say ""I'm sorry"" (Ooh) We could have been better off"
Virginia Woolf and poetry No,"Virginia Woolf and poetry No one knows what it's like to be in the middle of a crowded room I don't know where we're going, but you've got me on your mind (Woo) Woke up at 3:45 p.in' with my eyes wide open And she said ""I'm not ready for this"" She told her husband that he should have known"
I love the light in,"I love the light in your eyes I don't know what it's like to be alone But when you're with me, all of my friends are gone You've been here for a long time And we'll never get back together again (Ooh) 'Cause no one else can do this Love is so much more than us could ever expect It just keeps on going up and down every day"
Time to pack my bags,"Time to pack my bags I don't know what it's like To be alone in the middle of a crowded room The only thing that matters is who you are They say, ""I'm not your friend"" (Yeah) You're never gonna let me go Why do we need someone else? 'Cause no one can save us from this disaster We've been waiting all our lives for something new"
People say we shouldn't be,"People say we shouldn't be looking at each other 'Cause when you're with me, it's like I'm the only one in my life Whoa-ohhaha? What a waste of time to put your hands on somebody else You've been here for so long (Longer than 24 hours) And now this is all or nothing We should just let go and do our own thing"
She said I don't wanna,"She said I don't wanna fall in love with you She told me, ""You're the only one who's ever felt this way 'Cause we've been together for more than a year And it feels so good to be on your own."""
You're like a part of,"You're like a part of me But I don't know what to do With all the things that we've been through So let's take this one step closer To find out who you really are You say, ""I'm in love with somebody else"" (Oh-ooh) 'Cause it feels so damn good when your heart is on my chest We can go back and forth again And"
Whoah-oh Whoah-oh Whoah-oh Whoah I'm,"Whoah-oh Whoah-oh Whoah-oh Whoah I'm looking for a way to get you out There's something in my heart that can't be ignored Oh, what the hell are we gonna do when it all comes down?"
Black Beatles in the city,"Black Beatles in the city I don't know what it's like to be alone But when you're with me, all of my friends are gone You've been waiting for a long time To see if we can get away from each other 'Cause no one else knows us so well So come on and put your hands around our neck And say ""I'm not sure"" (Oh-oh)"
I'd like to call you,"I'd like to call you out, but I don't know if it's true You're the only one who sees me in a different light And all of my friends say that we'll never be alone We've been together for quite some time But nothing ever feels right 'Til this whole thing ends up on our own?"
