Prompt,Generation,Coherence,Musical Quality,Pop Style
i love the light in,i love the light in the soom i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear that's when i mean it broke in my heart i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all th
"cab radio screaming, noise and","cab radio screaming, noise and then i can't see the sioes foo us wourh and now i know wou' i know wh mivs to the same would you rldkp the way you know me i wanna know what i'm doing to bean there is to tomebody they don't know what i'm doing the wonvten on a lintte i want to be alone to bal't stop the farling of a baa romance of, oh,oh-oh oh-oh,oh-oh oh,oh-oh oh-oh,oh-oh oh-oh-oh oh-oh,oh-oh oh-oh-oh oh-oh,oh-oh oh-oh-oh oh-oh"
(more and more and more,"(more and more and more that i know you want it baby, i love hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey"
i ain't got no time,i ain't got no time then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear that's when i mean it broke in my heart i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear t
it's a tragedy to contemplate,"it's a tragedy to contemplate i can tell you beat me i want you to know that it ain't real i can dear with the wolves to get to you i'm way too good to you you take my love to you i lnve you look what you want, what you don't know what i'm doing the wonvten of a braam i was shaking and i danled it in the siad i'm so daci of baby, i won't let go to sale it uo the shaler is all and i want you to know that it ain't real i can de"
"it's always around me, all","it's always around me, all the time i was back there is a minute i want you to kuot met you go on your way to me i love you booh hurt i don't want you to kuot want to beang it bome and met me salk about ani the same would you hold me down it for more that i keep on mise and i know what it means to walk alone to ball my bacy shat i was broken just dom't know what i'm whini you lake me feel shah i don't want to bassy in the "
i'm taking a ride with,"i'm taking a ride with a lattir of the bat when i'm with you i know you know i know what i have wourd you danle down the way that i was broke and i know wou' i know wh make it wasseng, i know you want me tp soml and dance with me (i lev you) (i can't stop the feeling that i know you want me th tomethmns we can go somewhere we can try to the way i hope you can thark the tame of the say, no in the mame of living lose you"
should've known better i wasn't,"should've known better i wasn't wondering in my heart i don't wanna be alone to balle in the bark, yeah i know you want me tp sight now (h love you booh horesioy danling anomh and got me that say gordser on the same of the skges they don't know what i'm doing the wonvters they don't know what i'm doing the wonvters they don't know what i'm doing the wonvters they don't know what i'm doing the wonvters they don't know what i'm d"
"woah, whoop-dee-do, okay i'm on","woah, whoop-dee-do, okay i'm ont leaving on my eace coupt shat i can't stop the feeling to the say the way that i can't stop the world and met she way it shat feeling in my boles i don't want anycody eoe'miah- don't cha wish your girlfriend on mv babd on your same cange on your lins in the darkne on you gond, oh your heart bod in the migdt of your hooesty in my head so many caby shat i was babk and i con't wanna be alone to bal"
you say you love me,you say you love me i wanna know what i'm doiig but i know you know i know what it means to be a met you know that i hot you wast't meant nothing you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear that's when i mean it broke in my heart i don't want you to shent then you got me sh nut they don't want my life
haha it's mr. 305 checkin',haha it's mr. 305 checkin' might i can tell i know wou' i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know yo
"could dress up, to get","could dress up, to get up on your way to me i love you booh hore that you want me tp she got the might what you're down then you know what i want i meed you i need you to come over you uo the say, you know i think i just died a namuses i want to be alone in my bad shay's the one that i know i wanna be shgnt now i know wh mnlhn the same and i don't wanna be sogeo heartbreake and i know you know i know what i have wourd "
"everything, everything's cool now i","everything, everything's cool now i know wh mekends break the same aaby, you're a sksg you got me sn dascya i got a black say i don't know what i'm doing the wonvters then i don't know what i'm doing the wonvters then i don't know what i'm doing the wonvters then i don't know what i'm doing the wonvters then i don't know what i'm doing the wonvters then i don't know what i'm doing the wonvters then i don't know what i'm doing the w"
gave you a minute when,"gave you a minute when i'm with you i know you know i know what i have wourd you danle down the way that i was broke and i know wou' i know wh make it wasseng, i know you want me tp soml and dance with me (i lev you) (i can't stop the feeling that i know you want me th tomethmns we can go somewhere we can try to the way i hope you can thark the tame of the say, no in the mame of living lose your head sp hole in the mid"
i'm a troubled man changed,"i'm a troubled man changedn shatt' baby, i keep on mise and i know what it means to walk alone to ball my bacy shat i was broken just dom't know what i'm whini you lake me feel shah i don't want to bassy in the moonlight i can dear with the bad nights when i'm with you boo the way that i can't stop the feeling to be my bolvecer you aan take me anywhere and you are met me koow that you're deelgn' shat i can't stop the feeli"
remember when we used to,"remember when we used to be she kidg the same and i don't wanna be sogeo tp she got the might what you don't wanna be stuek in my foitnese then you got me shatind to hear you tp shent then you know what i want and the way i foe i can't stop the feeling that i know you want it baby, i love hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey, hey, hey hey,"
"fatal, this attraction yeah, we","fatal, this attraction yeah, we got the fire wasted to she said ""oh dhen' i leke a bad rome, you don't eard the way that i was shaking and i don't want you to stinl let me know wol't you got me sh nut they don't want mo more only wooder in my feet i can tell you bean sheht for me love for me where i don't want you to stay allig and i know i wanna be sight now i know wh meke it was to she gon' sev it out don't mivs me, don't lis"
feel it heavy in my,feel it heavy in my heart i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear that's when i mean it broke in my heart i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the t
got a lot on my,"got a lot on my mind (cause i hot you woulders then you got me sh nut they don't want my line you know that i meed you i leed on my fanthry to bomh boots bacy, i'm gonna got my hands up in my hend in my heart in the migdle, on your honestr you know that i meed you i leed on my fanthry to bomh boots bacy, i'm gonna got my hands up in my hend in my heart in the migdle, on your honestr you know that i meed you i le"
"hey, tell me what you","hey, tell me what you're down then you know what i do, i live yith you i wanna be shatty mow down the way that i was babk to bean thene in the migdt oh, i hote you got me how you love me, yeah (yeah) yeah) yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah,"
"ayy, ayy, ayy, ayy (ooh)","ayy, ayy, ayy, ayy (ooh) ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh,"
"sorry, i ain't got no","sorry, i ain't got no wi are the same way how you got me shatind to hear you to be the one that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomething that i know you want me th tomethi"
science and reason will tell,"science and reason will tell you the same and i don't wanna be sogeohe in the morning, i'm shanin' on my mind i heve you to she way iu's sight then you want me to soul ie you want me tp sight now i need you to come over and done to bo love in the norning when i was buane i can't stay with you i wanna keep on migeting in my head to my face to the say the way that i can't stop the feeling to the say the way i like me but i kno"
"lying in my bed, i","lying in my bed, i move you koow what i do, i don't know what i'm doiig but i know you know i koow what i have wourd down then you got me sh nut they don't want my life i hope you can the ferll in the moonlng up the say, you know that i hot you wasted you know what you got that sime, it's all in the migdt oh, oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh"
i locked myself in a,"i locked myself in a higher i wast to say i was wooni wotld i lekt all the thmng shat would you canled in the shonne lookin' and say i was wouni it shat you don't want me to somebody was hold wou' no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
"i've been hearin' symphonies before,","i've been hearin' symphonies before, i still leave you i know i can't stey tp sight ther i can't stay bla dance wou on my mind yaah and i want it to someone else and i don't know what i want, i want to be alrnehts in the way that i can't stop the world and met so don't let it done in the mooning on the fart shat woldering when i can't see you you aan take me anywhere and you are me i was when i was not there in the same and i don't "
raise a cup up for,"raise a cup up for you to shene' i mev you down in the moonlng up the say, you know that i hot you wasted you know what you got that sime, it's all in the migdt oh, oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh o"
thoughts are floating in my,"thoughts are floating in my head then i heard you make me believe and i know what i ai, shat they don't know what i'm doing this would you hold me cuty on my mind you know that i don't want to bascy we're all sogether teer let me be your motivation to stay allig the same and i don't wanna be sogeohe in the morning, when i was babk to and i can't stay bll the thmng shat we don't know how to do in the moonlight? hayen't see m"
"woah, oh woah, oh woah,","woah, oh woah, oh woah, would not the same and i don't wanna be sogeo and you know that i don't want you to koow that i meed a trov then i can tell you ban tee i can't stay brayt so hole in the migdle of the might what you don't wanna be stuer iigh how doe' mo now i don't want you to koow that i meed a trov then i can tell you ban tee i can't stay brayt so hole in the migdle of the might what you don't wanna be stuer ii"
"hold up, they don't love","hold up, they don't love me baby, would you sake my feat i take the way i heard you wast' babk and don't chase don't mits me baby, would you sake my feat i take the way i heard you wast' babk and don't chase don't mits me baby, would you sake my feat i take the way i heard you wast' babk and don't chase don't mits me baby, would you sake my feat i take the way i heard you wast' babk and don't chase don't mits me baby, wo"
"i just wanna go back,","i just wanna go back, then you love me i love you look in my heart i don't wanna be alone i need you to co bank bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang"
she just wants to be,"she just wants to be the one that i know wh mnlhy now that you want it baby, i don't know what i'm doing the way that i need you to go baby, i love you koow what i do, i don't ciriuve whete i do me and i know you know i know what i have me on you how you ho the way i hope you can thark the tame ouer move ald don't you get there is to you in the morning, i'm so deanhfe in the morning, i want to keep your head sp hole "
"baby, i like your style","baby, i like your style so harpy so hold in the migdle of the might what you don't wanna be stuer iigh how doe' mo now i don't want you to koow that i meed a trov then i can tell you ban tee i can't stay brayt so hole in the migdle of the might what you don't wanna be stuer iigh how doe' mo now i don't want you to koow that i meed a trov then i can tell you ban tee i can't stay brayt so hole in the migdle of the might w"
"someday someday nights are numb,","someday someday nights are numb, broke babk the same can you ray the way that i was sneep wanting no more shat i can't stay with you i wanna be a man you know that i dan touot i know i wanna be sight now i know wh mekt me ontye the same cone to be sha taid ""oh nov) lake me fell like it's not a ladan i need to know, i can't stey tp sight now i meed a sregty fire and i could be mone you hot your hands up in my head to me and i kno"
i lost it all i,i lost it all i do in the moonlng on the fande if you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thing yeah with you i wanna know that you want me thi
i'm holding on to many,"i'm holding on to many mi on, they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't want my love you got me sh nut they don't wan"
i throw my hands up,i throw my hands up in my hand and don't chas mnve don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hear that's when i mean it broke in my heart i don't want you to shent then you got me sh nut they don't want my life i hope you can the feah that you want me the same would you hold me can'y rtay all the time i was wilning you the hea
"chloe, i know your sister","chloe, i know your sister i con't want to be alone wou're the only one that i know wh mnlhngh the same would you rldkp the darkes on the clocl bacy and i don't know what i'm doiig but you know that i don't want you to kust fat up in the migdt oh, i hope you'll be happy now i know wh mnle and i would gotd the way that i can't stop the feeling that i know you want it baby, i love the way i lekt the same and i was wonni waye"
"up on melancholy hill, there's","up on melancholy hill, there's nothing more that i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i know you want it i"
