Prompt,Generation,Coherence,Musical Quality,Pop Style
Be careful waking up the,"Be careful waking up the night before you know what it's like to be alone Don't get me wrong, I've been thinking about this for a long time (I'll never let go of my mind)"
And all I am is,"And all I am is (I don't know) It's just a matter of time, but it feels like we're in the same place We've been living our lives together for so long"
Feel the sun on your,Feel the sun on your face I don't know what it's like to live in a world that you've never seen before You're so far away from me Feelin' out of my mind (I'm not alone)
"When you try your best,","When you try your best, I don't know what it feels like to be alone You're the only one who can make a difference in my life It's so much more than just me and all of us We've been together for And we'll never let each other down 'Cause our lives will change forever So long as this is true (I'm not gonna lie) Oh-oh"
Show me a piece of,"Show me a piece of paper, and I'll tell you what it's like to be alone in your mind You're the only one who can't get away With all my heart set on fire And everything is falling apart Now that we've been together for We know each other Better than they could ever have known How much time has gone into our hearts 'Cause there are so many reasons why"
I remember the rush We,"I remember the rush We don't know what it's like to live in a place that we've never been before I'm not sure if you'll ever see me again (Oh, oh-oh)"
"One by one, out the","One by one, out the other And I don't know what it's like to be a part of your life When you're in love with somebody else You've been so much better than me (I'm on my way) The only thing we can do right now is make sure that all our friends and loved ones are well-behaved We'll never let ourselves down Our lives will always"
Oh Oh Just shoot for,"Oh Oh Just shoot for me, but I don't know What's going on in my head? Why is it so hard to keep up with all of the things that you've been through?"""
"Oh, what they think about","Oh, what they think about me? I don't want to be a part of my life But that's the only thing you can do 'Cause we're in love with each other (I'm not gonna let it go)"
"""Hey, Macklemore, can we go","""Hey, Macklemore, can we go? I don't know what it's like to be on the wrong side of your life?"""
"My, my Hey, hey Rock","My, my Hey, hey Rockin' up in the morning And I don't know what it's like to be alone 'Cause we've got a lot of people out there who say that they're not good at all But if you wanna go home and play with your friends You'll never see me again (Hey) Oh-oh!"
"Girl, you think you got","Girl, you think you got me wrong 'Cause I don't know what it's like to be a girl in this world You're the only one who can take care of your body (I'm not gonna do that) But we've been together for more than We'll never see each other again"
All I have or should,"All I have or should've been (I don't know what it's like to be in this world) You're the only one who can make me feel good, right?"
Having a bad day Having,"Having a bad day Having some good things to say I don't know what you're talking about 'cause it's too much for me To keep up with the rest of my life We've been living in this world since we first met So far, so many people have said that they'd never see each other (I'm not sure if there was one or two) But who knows? And"
These bare bones are made,"These bare bones are made from the ground, and I can't wait to see them again,"" she said. ""I've been here for a long time."""
This is one small step,"This is one small step in my life And I can't wait to see what you're up against It's just a matter of time for me To be with your friends and family All the things that make us feel like we've been together all our lives We'll never let it get away from You, who knows?"
True life begins behind the,"True life begins behind the scenes, but we don't know what it's like to be in a place where you've been for so long You're right there with me and I'm on my way out of town The only thing that can change your mind is how much time has gone by We'll never get back together again 'Cause no one will ever stop us from each other (Yeah)"
"Yeah, you never said a","Yeah, you never said a word 'cause I don't wanna know what it's like to be the only one in my life You're so much better than me (Oh-oh) And we've been together forownin'"
Wake up to the blue,"Wake up to the blue light, I can't believe that you've been here for a long time now (I'm not sure what's going on in my head) Wanna be with me all night? We're gonna go out and see each other All of this is so much more than we could ever dream about!"
"Oh Oh, oh, oh, oh","Oh Oh, oh, oh, oh I don't know what it's like to live in a world where you're on the brink of death You've been waiting for me All my dreams have come true (I'm not alone) My life is so much more than we ever thought We can never get away from each other The only thing that stands out right now Is your heart still beating?"
I can name a couple,"I can name a couple of things I don't know what it's like to be on your own, but you're the one that keeps me from falling apart You've been in love with my whole life for so long And this time has come and gone We'll never see each other again"
When I was younger no,"When I was younger no one could tell me what to do With my eyes wide open and there's a smile on your face And you're right in the middle of it all You said, 'I don't know how many times we've been with each other for so long We'll never ever be together again' (Oh-ooh)"
"Paints like a picture, sings","Paints like a picture, sings the same song I don't know what you're talking about It's been so hard for me to get out of my mind The only thing that we can do right now is make us feel better We've got it in our hands (I'm sorry)"
I know I'm probably better,"I know I'm probably better than you've ever been There's a lot of people out there who don't want to be with me, but they're not the only thing in your life that makes it so much harder for them To get away from each other And every time somebody else comes around and says ""Oh-oh yeah"" (Yeah) But no one knows what this is all about"
The dark and the ghost,"The dark and the ghost of my life I don't know what it's like to live in a world where no one knows who you are, but we're still alive We've been living our lives on this earth for so long (I'm not sure why) The only thing that keeps me from waking up at night is how much time has gone by How many days have passed? What do"
"Coming in unannounced, drag my","Coming in unannounced, drag my feet to the ground I don't know what you are talking about But it's all just a matter of time And now we're on our own We've been waiting for so long You'll never find me again 'Cause no one will ever let us go Oh-ooh!"
"Ugh, you're a monster I","Ugh, you're a monster I don't know what it's like to fall in love with someone else You've got me on my mind for the first time"
"NA Uh, fuck, I don't","NA Uh, fuck, I don't know what it's like to be a part of your life You're the only one that can make you feel good for me (Oh-oh)"
"Oh, maybe that's where your","Oh, maybe that's where your heart is supposed to be And I don't know what you're gonna do 'Cause we've got a lot of things going on right now So let me take my time and look back at the day when it was all over We were in love with each other But no one else would have been better than us (I'm not kidding) Oh-ooh"
Last night all black and,"Last night all black and white, I don't know what it's like to live in a place where no one knows who you are The only thing that matters is the color of your skin You make me feel better than anyone else (I'm not gonna lie)"
When you meet a girl,"When you meet a girl, I don't know what it's like to fall in love with someone else You're the only one who can make me feel so much better than we've ever been (I'm not sure if that is true)"
This is when your flesh,"This is when your flesh comes out and you don't know what it's like to be in this place You're the one that I've been waiting for all my life (I'm not a bad guy) The only thing we can do right now Is let go of our lives We'll never get back together 'Cause there are so many other people around us And they say, ‘Oh"
My eyes have once again,"My eyes have once again come to light, but I don't know what they're looking for My body has always been the same as it was when we were young It's just a matter of time before you see me"
I see the crystal raindrops,"I see the crystal raindrops in my eyes, but I don't know what it's like to be alone If you're looking for someone who can change your mind You've got a lot of people out there Who could have been better than me? 'Cause this is where we are right now We'll never get our hands on each other' (Oh-oh) The only thing that matters"
With eyes wide shut we,"With eyes wide shut we don't know what's going on in my mind I've been thinking about you for a while now You're the only one who knows how to get me out of your head We'll never see each other again (I'm sorry, but this is not gonna happen) But there are so many things that can make us feel like they were made by our own hands And"
I need nothing To travel,"I need nothing To travel to a place that I've been waiting for You're the only one who knows what's going on in my head, but you don't know where it goes from Here we go"
Blah! I was born in,"Blah! I was born in a world where you're the only one You don't know what it's like to be alone with me (I'm not sure if this is true) But all of my friends and family have been living together for more than two hundred years now And they've never seen each other before They say, 'Cause we need someone else who can make us feel better"
"Coming in unannounced, drag my","Coming in unannounced, drag my feet into the air I don't know what it's like to be a part of your life But when you'rein' way too far away from me You've been here for so many years And we'll never see each other again (I'm not sure if this will ever happen) The only thing that matters right now is how much time has gone"
Out from my window across,"Out from my window across the street, I don't know what it's like to be in front of me 'Cause you've been here for a long time And we'll never see each other again You're so much more than just looking at your face and saying ""I'm sorry"" (Oh-oh)"
Always lived my life alone,"Always lived my life alone, I don't know what it's like to be with You're the only one that can make me feel Like you've been around for a long time"
He was born the fall,"He was born the fall in love with me, but I don't know what it's like to be alone With your hands on my back And you're just one of a many ways that we can get away from each other We've been together for more than-hundred years so far So much time has gone by (I'm not sure if this is true) He said he'd"
I hear the rumors outside,"I hear the rumors outside my head, but I don't know what it's like to be a part of your life When you're in love with someone else You've been around for more than two years now And we'll never go back and see each other again"
Say it ain't so Why,"Say it ain't so Why would you tell me that I'm the one to blame? 'Cause there's nothing wrong with all of my life Oh-oh, we're living in a different world We've been talking about this for weeks and months but nobody ever really knows what is going on our minds right now (I'll be honest) But when they say something like ""Oh no"""
Two thousand years ago Two,"Two thousand years ago Two hundred and I've been waiting for the end of my life It's like a dream to come true, but you don't know how long it will take You're not in love with me The only thing that we can do is keep us together We'll never see each other again"
One kiss is all it,"One kiss is all it takes to make me feel like I'm in love with you It's just a matter of time We've been together forbreakin' But we can't let each other fall apart You're the one that keeps us going Oh-oh, baby!"
Today marks a year from,"Today marks a year from the end of my life And I can't wait to see what we're up for Now that you've got your hands on me, let's make it happen now We'll be back together again next week"
Not a soul up ahead,"Not a soul up ahead of me 'Cause I don't know what it's like to be in this world You're not the only one, but you've been there for more than two years And we'll never get back together again We just keep on dreaming about each other"
"Ruined again, what did I","Ruined again, what did I do? What was it like to live in a world where you can't get away with It's not just me and my friends but all of the people who have been here for so long (I'm sorry) And now we're back together We've got our hands on each other 'Cause no one else knows how this whole thing is gonna turn out So"
We're riding down the boulevard,"We're riding down the boulevard, I don't know what it's like to be in a place that you've never been before,"" he said."
You say you love me,"You say you love me, but I don't know what it's like to be in my life You're the only one who can get away with a little bit of self-aggrandizement We've been talking about this for years and we'll never see each other again (I'm not sure if that will ever change) How many more people are there? Where do they come from"
I never came to the,"I never came to the end of my life And I don't know what it would've been like if we were living in a world where there was no one who could make me feel better Now that you're here, let's move on!"
I live inside my own,I live inside my own mind I don't know what it's like to be in this world You're the only one who knows that you've been here for a long time And we'll never see each other again
Traveling in a fried-out Kombi,Traveling in a fried-out Kombi I don't know what it's like to be the one you're looking for The only thing that keeps me out of my mind is how many times we've been with each other
I feel so bad That,"I feel so bad That's what I've been thinking about for a long time The only thing you can do is to get away from me You're the one who says, ""Don't let your emotions go too far"" (You'll never be alone in this world)"
I'm friends with the monster,"I'm friends with the monster, but I don't know what it's like to be in a place where you've been living for so long You're never gonna let go of me 'Cause all my love is gone Oh-ooh!"
Where you wanna go When,"Where you wanna go When the sun comes down on your face I don't know what it's like to be a part of my life You say, 'Cause we're all in this together We've got nothing left To do with each other And no one else is ever gonna get away from me (I'm sorry)"
"I ain't worried 'bout nothin',","I ain't worried 'bout nothin', you know what I'm gonna doin' It's just a matter of time for me to get my head outta the door and let it go Oh-oh, baby! You're so much more than we've ever been in our lives We'll never see each other again The only thing that can be done is make us feel better And"
Even though we both know,"Even though we both know each other better, it's hard to believe that you've been here for a long time And I can't help but wonder what the hell is going on right now?"
I wish Tracy Chapman was,"I wish Tracy Chapman was a part of my life But I don't know what it's like to fall in love with someone you've never met before You're the only one who can make me feel that way Oh-oh, baby!"
"Whoa, whoa, whoa Whoa, whoa,","Whoa, whoa, whoa Whoa, whoa, I don't know what you're up to It's just a matter of time You've got it all in your hands We'll be there for the long haul All we can do is make sure that our friends and family stay with each other 'Cause no one else will ever let me go"
"Baby, can't you see I'm","Baby, can't you see I'm the only one that loves me? It's just a matter of time for us to find out what we've got on our mind We're in love with each other But it doesn myself up and down The world is so much more complicated now than ever"
When life gets you down,"When life gets you down There's no one else to blame for, but I can't help myself Feelin' in the back of my head (I'm not gonna let it go) It feels like we've been on a collision course The only thing that worries me right now is how much time has passed We'll never see each other again 'Cause nobody knows what they're going through But"
I woke up this morning,"I woke up this morning, and I don't know what it's like to be alone with someone else You're the only one who can make me feel so good And you've been there for a long time We'll never see each other again All of your love is on my mind So much more than we could ever hope For some reason or another (Oh-oh) How many times have"
Don't wanna feel like The,"Don't wanna feel like The only thing you need to know is that I've been in love with You for a long time, but now it's too late We're on the verge of falling apart 'Cause we'll never get back together again (I'm gonna say goodbye)"
NA And I know she'll,"NA And I know she'll tell you what it's like to live in this world You're the only one who can't get away from me She said, 'I've got a lot of things on my mind that we should never forget' (Oh-huh)"
When I met you in,"When I met you in front of me You're the only one who doesn't know what to do It's been a long time, but we've had it all over our heads We'll never see each other again (I'm not sure if this will ever happen)"
"In her room, the lights","In her room, the lights don't go out like it's been since I was a kid And she said to me 'You know what we're going through? We'll never be together again' (I'm not kidding)"
Always seeing miracles Something we,"Always seeing miracles Something we don't want to see It's just a matter of time You're the only one that can make me feel like I've been through it all my whole life But when you look back at your eyes and say, ""I'm in love"" 'Cause there are no other people on this planet Who could ever be so happy? (Oh-oh) My heart is"
Do you believe that we,Do you believe that we are the same? I don't know what it's like to live in a world where there is no one but yourself and your love You're so much better than me (I've been thinking about this for quite some time now)
"Baby, I like your style","Baby, I like your style of life But you don't know what to do 'cause it's so hard for me To be in love with someone else You're the only one that can make a difference We've been together all our lives since we were apart (I'm not sure if this is true)"
I count my time in,"I count my time in the dark, but I don't know what it's like to be alone You've been waiting for me ever since you were born In a world where there was only one thing we could do We're never gonna get away from each other 'Cause all of our lives are so much more than just words'"
"Oh my, oh my, oh","Oh my, oh my, oh-oh I don't know what it's like to be alone in your life You're the only one who can make me feel good And you've been there for a long time (I'm not sure if that was true) How many years have gone by now? Why do we spend so much of our waking hours and nights staring at each other 'Cause"
"Pretty, pretty girls, pretty girls","Pretty, pretty girls, pretty girls Don't you know what I'm talking about? It's just a matter of time for me to get my hands on You're the only one out there who can take it all in The world is so much different than we've ever known We'll never see each other again (Oh yeah)"
"I'm waitin' up, savin' all","I'm waitin' up, savin' all the time I don't know what it's like to live in a world that you've never seen before You're just waiting for me To get out of my comfort zone 'Cause your life is so much more than we ever thought We'll go back and look at each other again (Oh-oh)"
"Ooh, ooh-ooh-ooh, ooh ooh Take","Ooh, ooh-ooh-ooh, ooh ooh Take a little time to think about what you've been waiting for You're the one who will make me feel like I'm in love With your hands on my head Don't let it get too hard 'Cause there's so much we can do with each other We'll never be together again (I know) And"
Always under water When the,"Always under water When the sun goes down, I don't know what it's like to be in this place But when you're out of control You've been waiting for me all my life The only thing we can do is try and find a way To keep your heart from falling asleep 'Cause there are so many things that no one will ever see' (Oh-oh) And every time"
Shining bright like a diamond,"Shining bright like a diamond in the sky I can't wait to see you again Shoutin' up and down with your hands on my chest My heart is beating out of control, but it's too much for me To know that we're not gonna get this far We'll never be there 'Cause no one will ever let us go (I've been here before) Oh-oh"
I thought I would know,"I thought I would know what it was like to be a part of my life But you're not the only one You've got your hands on me (Yeah, yeah) And that's all we need right now We can't get away from each other"
Climbing up through the window,"Climbing up through the window, I don't know what it's like to be in a place that you've never seen before You're looking at me with my eyes wide open (I'm not sure if this is true) How much of your life has been wasted? And how many times have we gone so far?"""
"If I die today, it","If I die today, it's going to be the last of my life,"" she said. ""I don't know what you're gonna do with me."""
Virginia Woolf and poetry No,"Virginia Woolf and poetry No, I don't know what it's like to be a part of your life You're the only one who can tell me that you've been through so many times So much more than we ever thought We'll never see each other again"
I love the light in,"I love the light in my eyes, but I don't know what it's like to be alone In a world where you're on your own You've been waiting for me 'Cause this is so much better than we ever thought We'll never get out of our way All these things are not just words But they can make us feel good about each other (Oh-ohhah) And"
Time to pack my bags,"Time to pack my bags, I don't know what it's like To be the only one in your life When you're not alone You've been waiting for me For a long time We'll never see each other again But when we go out and have fun It feels so much more than just walking around The world is full of people And there are no words that can stop us from falling apart"
People say we shouldn't be,"People say we shouldn't be talking to each other 'Cause it's been a long time for me, I'm tired of all the things that go through my mind When you're in love with someone else You'll never know what your heart is like (Oh-huh) We've had so many highs and lows but no one will ever get away from us All our lives are at stake"
She said I don't wanna,"She said I don't wanna be a part of my life, but that's what it feels like You're the only one who wants me to stay 'Cause you've got so many things on your mind right now (I'm not gonna say no) And we all know each other better than they could ever have Been together for two or three years We'll never see another thing in our lives"
You're like a part of,"You're like a part of me, but I don't want to be the one that you've been waiting for You know what it takes? It's so much more than anything else in your life And this is why we all love each other"
Whoah-oh Whoah-oh Whoah-oh Whoah I'm,"Whoah-oh Whoah-oh Whoah-oh Whoah I'm gonna be with you for the rest of my life We've got a lot to say, but we don't know What's going on in your head? You can tell me what it feels like right now How much time has been spent and how many things have gone wrong 'Cause no one else knows who they are"
Black Beatles in the city,"Black Beatles in the city of New York If you don't know what I'm going to do It's been a long time, but now we've got our hands on We're gonna make it all over again Black and white rock 'n' roll The best thing about this band is that they never let me down There are so many people out there who have no respect for each other You can"
I'd like to call you,"I'd like to call you home, but I don't know what's going on in my mind You're the only one who can get me out of this mess We've been together for a long time And we'll never see each other again (Oh-oh)"
"You're insecure, don't know what","You're insecure, don't know what the hell is going on in your head? You've got a lot of things to worry about But I can tell you that it's not my fault 'Cause there are so many people who look at me every day and say ""I'm sorry for this"" (Oh-oh)"
Remember those walls I built?,"Remember those walls I built? It's been a long time, but now we're in the middle of it All you can do is look back and see what was meant to me (I don't wanna be alone) You've got your hands on my shoulder The only thing that will stop us from getting too close We'll never get along without each other 'Cause no one else knows how much"
So what you been doing?,"So what you been doing? I don't want to be a part of your life You're the only one in my mind There's nothing wrong with me (I'm not alone) So why is it so hard for someone else To say, ""Oh-oh"" And how many times do we ever go out and look at each other 'Cause there are no more people on this planet than"
I met you in the,"I met you in the back of my mind But I don't know what it's like to be alone In a world where there is no one who can help You and me love each other, but we've been together for more than two years We'll never meet again 'Cause our lives are so different The only thing that keeps us apart (We're not friends anymore) Oh-ooh"
"Yeah, yeah When I walk","Yeah, yeah When I walk down the street It's just a matter of time for me to get back in my car and see what it takes You'll never know where you're coming from 'Cause we've beenin' with each other (I don't think about that much) But when your name comes up like ""Oh-oh"" or “Wanna be?”"
"Baby, I remember a time","Baby, I remember a time when the sun was shining on my face It's hard to believe that you've been here for so long You don't know what we're gonna do We'll go out and see each other again 'Cause there is no one in this world who can get away with it And nobody will ever stop us from doing whatever they want (I'm not sure man)"
You walked in to the,"You walked in to the door and said, “I don't know what it's like 'cause I'm not gonna let you go”"
"NA I let it fall,","NA I let it fall, but we don't know what to do It's just a matter of time You're the only one that can make me feel like you've been on my mind for so long"
Scraping pennies and broken dollars,"Scraping pennies and broken dollars in the back of my mind 'Cause I don't know what you're going to do, but it's gonna make me feel like we've been there for a long time"
"Baby, are you down, down,","Baby, are you down, down, and I don't know what's going on in my life? You're the only one that wants to get me out of this mess We've got a lot more than we ever thought it would be (I'm not too far away from home) So let us go now baby!"
"Two, three, four Meet me","Two, three, four Meet me for the first time in my life I don't know what it takes to be a good man When you look at your eyes and say ""Oh-oh"" You can see that there's something wrong with all of us We've been together since we were young And they're so much different from each other So many years have gone by without one thing or another"
Wha-wha-wha-wha-what did you say? (J-J-J-J-J.R.),Wha-wha-wha-wha-what did you say? (J-J-J-J-J.R.)
You like to drink and,"You like to drink and you don't know what I'm talking about You're the only one that can make me feel good It's just a matter of time, right?"
Watchin' movies on my phone,"Watchin' movies on my phone, I don't know what it's like to be a part of your life But you're the only one that can make me feel so happy?"
It's not the energy reeling,"It's not the energy reeling me out of my mind I don't know what you're talking about You've got to take a look at your eyes and say, ""I'm gonna be fine with it"""
Tonight I'm losing my layers,"Tonight I'm losing my layers Don't you know what it's like to be a part of your life? You're not the only one that can make me feel good 'Cause there are so many people in this world who think they've been wrong for too long And we'll never get back together, no matter how well-oiled We will always keep our eyes open and tell each other"
"Hold up, they don't love","Hold up, they don't love You know what it's like to be in the middle of your life And I can tell that you've been there for a long time and we'll never get back Together We're just one step away from each other"
"Hey, how did we, how","Hey, how did we, how was it supposed to be? I don't know what the hell is going on in my mind right now It's just a matter of time before you wake up and say 'I'm not here for your sake' (Oh-oh)"
We'll make a mark We'll,"We'll make a mark We'll show you what we've got to do You're the only one who can't let it go 'Cause there's no way for me To be honest, I'm not in love With all my friends and family My heart goes out on top of each other And every time they say ""All right now"" (Oh-oh) It feels so much more than"
Ah yeah Ah yeah He,"Ah yeah Ah yeah He's got a lot of things to do, but I don't know if you're the only one who can keep me from falling in love (Oh-oh)"
Yeah EarDrummers Bad bitches is,"Yeah EarDrummers Bad bitches is good for me, but I don't know what it's like to be a part of my life When you're in love with your friends and family You've got the feeling that we can get away from each other We just need one more time (I'm not sure if this will ever happen) But there are so many people who hate us all"
Did I say something wrong?,"Did I say something wrong? Tell me what it's like to be the first time you've been in my life (I don't know) You're not alone, but there are a lot of things that we can learn from each other We were born and raised together with one another And our love is so much more than anything else The world around us has turned upside down So many people have"
"Well, I had me a","Well, I had me a lot of fun in my life But it's hard to keep up with all the things that you've been through So don't worry too much about what we're gonna do We'll go out and see each other again (I know)"
INSTRUMENTAL ONLY,INSTRUMENTAL ONLY I don't know what it's like to be with You're the only one in this world that can make me feel Like you've been here for a long time
Don't the water grow the,"Don't the water grow the way you want It's just a matter of time You've got to give up on your own, but I'm not gonna let it go down 'Cause my life is so much more than what we're going through right now The only thing that can make me fall in love with every single day (I'll never be alone) There are no other ways out there"
Hold on a minute I,"Hold on a minute I don't know what it's like to be alone When you're in the middle of your night You've been waiting for me all my life The only thing that we can do is get away from us We'll never see each other again, no one ever"
Hey! Hey! Hey! I don't,"Hey! Hey! Hey! I don't know what it's like to be the only one that you've been with me for a long time, but now we're on our way out of town"
"Nah, nah, nah Cake by","Nah, nah, nah Cake by the side of my head I don't know what it's like to be in a place where you've been so far away from me (I'm not even close) You're right here at home with your best friend and we'll never see each other again"
I'm no superman I can't,"I'm no superman I can't keep up with the rest of my life It's been a long time for me to let it all down, but now that you've got your hands on My heart is beating so fast You're not alone in this world No one will ever know who we are We'll never see each other again 'Cause nobody knows how many times they go Oh-oh"
Everywhere is freaks and hairies,Everywhere is freaks and hairies And I don't know what it's like to be a part of your life You're the only one who can make me feel good When you've been around for two or three years It feels so much more natural than being in love with someone else (I'm not sure if that was true)
Can you feel me when,"Can you feel me when I'm in the back of my mind? You know what it's like to be on a pedestal, but that doesn't mean we're not friends anymore We've been together for more than-boutin' with each other And so many years have gone by without us (I just wanna say goodbye)"
If you got something to,"If you got something to say, I don't know what it's like in your life You're the one who makes me laughin' for a long time The only thing that matters is how many times we've been together We'll never see each other again"
"Better Nothing, baby Nothing feels","Better Nothing, baby Nothing feels right in my head I don't know what it's like to be alone You're the only one who can make me feel good And you've been there for a long time (I'm not even close enough) 'Cause this is so much better than we ever thought We'll never see each other again All of our lives are made up by your own hands So"
Let's get it started in,"Let's get it started in the back of my mind If you don't know what I'm talking about, let me take a look at where we're going right now We've been waiting for some time to come and see how things will turn out The only thing that keeps us from falling apart is our own self-love"
"Oh, I was drunk, I","Oh, I was drunk, I had a lot of things to do with you (I don't know if that's what we're talking about)"
